id,spare_info_id,brand_id,model_id,generation_id,modification_id,cached_brand,cached_model,cached_generation,cached_modification,created_at,updated_at,cached_spare_info,notes,notes_invisible
3637,1011240,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:02.659985,2014-10-12 04:27:02.659985,5511925000 (HYUNDAI),,
3640,1011243,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:03.305857,2014-10-12 04:27:03.305857,HYABAC773 (FEBEST),,
3642,1011245,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:03.628255,2014-10-12 04:27:03.628255,HYABACF1 (FEBEST),,
3644,1011247,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:03.773127,2014-10-12 04:27:03.773127,HYABACF2 (FEBEST),,
3646,1011249,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:04.097881,2014-10-12 04:27:04.097881,HYABACF3 (FEBEST),,
3655,1011258,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:05.279224,2014-10-12 04:27:05.279224,5682822000 (HYUNDAI),,
3656,1011259,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:05.39921,2014-10-12 04:27:05.39921,HYDACC (FEBEST),,
3658,1011261,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:05.774956,2014-10-12 04:27:05.774956,HYDSACC (FEBEST),,
3660,1011263,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:06.030379,2014-10-12 04:27:06.030379,HYMACATFR (FEBEST),,
3664,1011267,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:06.655122,2014-10-12 04:27:06.655122,HYMACRH (FEBEST),,
3668,1011271,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:07.163035,2014-10-12 04:27:07.163035,HYSBACCF (FEBEST),,
3670,1011273,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:07.49934,2014-10-12 04:27:07.49934,HYSBACCR (FEBEST),,
3674,1011277,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:09.669034,2014-10-12 04:27:09.669034,HYSHBACCF (FEBEST),,
3676,1011279,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:10.033618,2014-10-12 04:27:10.033618,HYSHBACR (FEBEST),,
3678,1011281,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:10.188269,2014-10-12 04:27:10.188269,HYSHBVERR (FEBEST),,
3680,1011283,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:10.555817,2014-10-12 04:27:10.555817,HYSIACRLOW (FEBEST),,
3682,1011285,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:10.772232,2014-10-12 04:27:10.772232,HYSIACRUP (FEBEST),,
3684,1011287,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:11.098795,2014-10-12 04:27:11.098795,HYSSACR (FEBEST),,
3686,1011289,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:11.289237,2014-10-12 04:27:11.289237,HYSSEXCR (FEBEST),,
3689,1011292,50,9177,289,,HYUNDAI,Accent,ACCENT/VERNA,,2014-10-12 04:27:11.775629,2014-10-12 04:27:11.775629,5461022000 (HYUNDAI),,
3690,1011293,50,9178,290,,HYUNDAI,Atos,ATOS/ATOS PRIME,,2014-10-12 04:27:12.059592,2014-10-12 04:27:12.059592,HYABAPF (FEBEST),,
3692,1011295,50,9178,290,,HYUNDAI,Atos,ATOS/ATOS PRIME,,2014-10-12 04:27:12.893553,2014-10-12 04:27:12.893553,HYABATMX (FEBEST),,
3694,1011297,50,9178,290,,HYUNDAI,Atos,ATOS/ATOS PRIME,,2014-10-12 04:27:13.043303,2014-10-12 04:27:13.043303,HYABATMX01 (FEBEST),,
3696,1011299,50,9181,291,,HYUNDAI,Elantra,ELANTRA (HD),,2014-10-12 04:27:13.414736,2014-10-12 04:27:13.414736,1210ELNA46 (FEBEST),,
3698,1011301,50,9181,291,,HYUNDAI,Elantra,ELANTRA (HD),,2014-10-12 04:27:13.607277,2014-10-12 04:27:13.607277,1211ELN (FEBEST),,
3702,1011305,50,9181,291,,HYUNDAI,Elantra,ELANTRA (HD),,2014-10-12 04:27:14.065115,2014-10-12 04:27:14.065115,HYMENRR (FEBEST),,
3704,1011307,50,9181,292,,HYUNDAI,Elantra,ELANTRA/LANTRA (AJ),,2014-10-12 04:27:14.23286,2014-10-12 04:27:14.23286,0410005 (FEBEST),,
3706,1011309,50,9181,293,,HYUNDAI,Elantra,ELANTRA/LANTRA (AK),,2014-10-12 04:27:14.60826,2014-10-12 04:27:14.60826,0410005A29 (FEBEST),,
3708,1011311,50,9181,292,,HYUNDAI,Elantra,ELANTRA/LANTRA (AJ),,2014-10-12 04:27:14.941814,2014-10-12 04:27:14.941814,0410006 (FEBEST),,
3714,1011317,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:16.95164,2014-10-12 04:27:16.95164,1201LANF (FEBEST),,
3716,1011319,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:17.306518,2014-10-12 04:27:17.306518,1201LANR (FEBEST),,
3718,1011321,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:17.678729,2014-10-12 04:27:17.678729,1210LANA44 (FEBEST),,
3720,1011323,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:17.907118,2014-10-12 04:27:17.907118,1211MAT15 (FEBEST),,
3722,1011325,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:18.141393,2014-10-12 04:27:18.141393,1217LAN (FEBEST),,
3724,1011327,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:18.595112,2014-10-12 04:27:18.595112,1223ELF (FEBEST),,
3726,1011329,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:18.751955,2014-10-12 04:27:18.751955,1223ELR (FEBEST),,
3728,1011331,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:19.145676,2014-10-12 04:27:19.145676,1224LANLH (FEBEST),,
3730,1011333,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:19.287454,2014-10-12 04:27:19.287454,1224LANRH (FEBEST),,
3732,1011335,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:19.767646,2014-10-12 04:27:19.767646,1225LANR1 (FEBEST),,
3734,1011337,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.014197,2014-10-12 04:27:20.014197,1225LANR2 (FEBEST),,
3736,1011339,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.385826,2014-10-12 04:27:20.385826,1275ELANF (FEBEST),,
3737,1011340,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.401085,2014-10-12 04:27:20.401085,5810228B00 (HYUNDAI),,
3738,1011341,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.526485,2014-10-12 04:27:20.526485,1275LANF (FEBEST),,
3740,1011343,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.819018,2014-10-12 04:27:20.819018,1275LANR (FEBEST),,
3742,1011345,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.967925,2014-10-12 04:27:20.967925,1276ELNF (FEBEST),,
3743,1011346,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:20.979496,2014-10-12 04:27:20.979496,5811228300 (HYUNDAI),,
3744,1011347,50,9181,293,,HYUNDAI,Elantra,ELANTRA/LANTRA (AK),,2014-10-12 04:27:21.327103,2014-10-12 04:27:21.327103,1282002 (FEBEST),,
3746,1011349,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:21.579916,2014-10-12 04:27:21.579916,1282003 (FEBEST),,
3748,1011351,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:22.886024,2014-10-12 04:27:22.886024,1282005 (FEBEST),,
3750,1011353,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:23.103262,2014-10-12 04:27:23.103262,1282LANA44R (FEBEST),,
3752,1011355,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:23.46446,2014-10-12 04:27:23.46446,1282LANR (FEBEST),,
3758,1011361,50,9181,293,,HYUNDAI,Elantra,ELANTRA/LANTRA (AK),,2014-10-12 04:27:24.537113,2014-10-12 04:27:24.537113,HYABELR (FEBEST),,
3760,1011363,50,9181,293,,HYUNDAI,Elantra,ELANTRA/LANTRA (AK),,2014-10-12 04:27:24.711925,2014-10-12 04:27:24.711925,HYABELR21 (FEBEST),,
3762,1011365,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:25.217015,2014-10-12 04:27:25.217015,HYABLANB (FEBEST),,
3764,1011367,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:25.617428,2014-10-12 04:27:25.617428,HYABLANS (FEBEST),,
3766,1011369,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:26.724727,2014-10-12 04:27:26.724727,HYD002 (FEBEST),,
3768,1011371,50,9181,292,,HYUNDAI,Elantra,ELANTRA/LANTRA (AJ),,2014-10-12 04:27:27.108106,2014-10-12 04:27:27.108106,HYDSELAN (FEBEST),,
3770,1011373,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:27.522397,2014-10-12 04:27:27.522397,HYSBELF (FEBEST),,
3772,1011375,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:27.898264,2014-10-12 04:27:27.898264,HYSBELF1 (FEBEST),,
3774,1011377,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:28.098356,2014-10-12 04:27:28.098356,HYSBELR (FEBEST),,
3775,1011378,50,9181,294,,HYUNDAI,Elantra,ELANTRA/LANTRA (CA),,2014-10-12 04:27:28.107906,2014-10-12 04:27:28.107906,555132D100 (HYUNDAI),,
3778,1011381,50,9184,295,,HYUNDAI,Galloper,GALLOPER/INNOVATION,,2014-10-12 04:27:28.801912,2014-10-12 04:27:28.801912,HYABGIR (FEBEST),,
3782,1011385,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:29.549112,2014-10-12 04:27:29.549112,1211GET11 (FEBEST),,
3784,1011387,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:29.68189,2014-10-12 04:27:29.68189,1222GETZ (FEBEST),,
3786,1011389,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:30.776182,2014-10-12 04:27:30.776182,1223GEFL (FEBEST),,
3788,1011391,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:31.21648,2014-10-12 04:27:31.21648,1223GEFR (FEBEST),,
3790,1011393,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:31.618398,2014-10-12 04:27:31.618398,1224GETZL (FEBEST),,
3792,1011395,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:31.799767,2014-10-12 04:27:31.799767,1224GETZR (FEBEST),,
3794,1011397,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:31.933093,2014-10-12 04:27:31.933093,1281GETZ (FEBEST),,
3796,1011399,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:32.324909,2014-10-12 04:27:32.324909,1282GETZR (FEBEST),,
3798,1011401,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:32.661857,2014-10-12 04:27:32.661857,1282I10R (FEBEST),,
3804,1011407,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:34.720656,2014-10-12 04:27:34.720656,HYDG (FEBEST),,
3808,1011411,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:35.362202,2014-10-12 04:27:35.362202,HYMGERM (FEBEST),,
3810,1011413,50,9187,296,,HYUNDAI,Getz,GETZ,,2014-10-12 04:27:35.519056,2014-10-12 04:27:35.519056,HYMGRM (FEBEST),,
3814,1011417,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:35.986479,2014-10-12 04:27:35.986479,1211TERLH (FEBEST),,
3816,1011419,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:36.161826,2014-10-12 04:27:36.161826,1211TERRH (FEBEST),,
3818,1011421,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:36.49594,2014-10-12 04:27:36.49594,1223H1FLH (FEBEST),,
3820,1011423,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:36.796302,2014-10-12 04:27:36.796302,1223H1FRH (FEBEST),,
3822,1011425,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:37.197319,2014-10-12 04:27:37.197319,1223H1RLH (FEBEST),,
3824,1011427,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:37.339339,2014-10-12 04:27:37.339339,1223H1RRH (FEBEST),,
3826,1011429,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:37.773246,2014-10-12 04:27:37.773246,1223POR (FEBEST),,
3828,1011431,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:37.956274,2014-10-12 04:27:37.956274,1229POR (FEBEST),,
3830,1011433,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:38.373048,2014-10-12 04:27:38.373048,1230POR (FEBEST),,
3832,1011435,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:38.641132,2014-10-12 04:27:38.641132,1282H1F (FEBEST),,
3834,1011437,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:39.406329,2014-10-12 04:27:39.406329,1287H100 (FEBEST),,
3836,1011439,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:39.574588,2014-10-12 04:27:39.574588,HYABH1 (FEBEST),,
3838,1011441,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:39.716122,2014-10-12 04:27:39.716122,HYABH1F (FEBEST),,
3839,1011442,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:39.732251,2014-10-12 04:27:39.732251,545354A800 (HYUNDAI),,
3840,1011443,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:40.023209,2014-10-12 04:27:40.023209,HYABH1R (FEBEST),,
3842,1011445,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:40.206196,2014-10-12 04:27:40.206196,HYABH1R1 (FEBEST),,
3844,1011447,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:40.472771,2014-10-12 04:27:40.472771,HYABH1R2 (FEBEST),,
3846,1011449,50,88,298,,HYUNDAI,H,H-1 (TQ),,2014-10-12 04:27:40.589844,2014-10-12 04:27:40.589844,HYABH1R3 (FEBEST),,
3847,1011450,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:40.789779,2014-10-12 04:27:40.789779,HYABPOR (FEBEST),,
3849,1011452,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.098441,2014-10-12 04:27:41.098441,HYABPORB (FEBEST),,
3851,1011454,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.256476,2014-10-12 04:27:41.256476,HYABPORL (FEBEST),,
3852,1011455,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.26452,2014-10-12 04:27:41.26452,5525644000 (HYUNDAI),,
3853,1011456,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.398903,2014-10-12 04:27:41.398903,HYABPORU (FEBEST),,
3854,1011457,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.407138,2014-10-12 04:27:41.407138,5525744000 (HYUNDAI),,
3855,1011458,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:41.798455,2014-10-12 04:27:41.798455,HYDSD4BH (FEBEST),,
3857,1011460,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:42.090469,2014-10-12 04:27:42.090469,HYSBH1 (FEBEST),,
3859,1011462,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:43.182784,2014-10-12 04:27:43.182784,HYSBH1F (FEBEST),,
3861,1011464,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:44.500432,2014-10-12 04:27:44.500432,HYSBH1F31 (FEBEST),,
3863,1011466,50,88,297,,HYUNDAI,H,H-1,,2014-10-12 04:27:44.674219,2014-10-12 04:27:44.674219,HYSBH1R (FEBEST),,
3865,1011468,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:44.974256,2014-10-12 04:27:44.974256,1220POR (FEBEST),,
3867,1011470,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:45.142927,2014-10-12 04:27:45.142927,1224PORLH (FEBEST),,
3869,1011472,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:45.401947,2014-10-12 04:27:45.401947,1224PORRH (FEBEST),,
3871,1011474,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:45.742255,2014-10-12 04:27:45.742255,1275PORF (FEBEST),,
3873,1011476,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:46.175545,2014-10-12 04:27:46.175545,HYMPORF (FEBEST),,
3874,1011477,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:46.191833,2014-10-12 04:27:46.191833,218114B021 (HYUNDAI),,
3875,1011478,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:46.358755,2014-10-12 04:27:46.358755,HYMPORR (FEBEST),,
3877,1011480,50,89,299,,HYUNDAI,H100,H100 (AU Truck),,2014-10-12 04:27:46.734448,2014-10-12 04:27:46.734448,HYSBH100 (FEBEST),,
3879,1011482,50,90,300,,HYUNDAI,HD,HD-65/72 (UB),,2014-10-12 04:27:47.80913,2014-10-12 04:27:47.80913,1275H72F (FEBEST),,
3881,1011484,50,90,300,,HYUNDAI,HD,HD-65/72 (UB),,2014-10-12 04:27:48.111136,2014-10-12 04:27:48.111136,1275H72R (FEBEST),,
3883,1011486,50,90,300,,HYUNDAI,HD,HD-65/72 (UB),,2014-10-12 04:27:48.309248,2014-10-12 04:27:48.309248,ASHYHD72 (FEBEST),,
3885,1011488,50,9195,301,,HYUNDAI,i30,I30,,2014-10-12 04:27:49.485963,2014-10-12 04:27:49.485963,1211RIOMT (FEBEST),,
3887,1011490,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:49.960416,2014-10-12 04:27:49.960416,1211TUC20MT (FEBEST),,
3889,1011492,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:50.183676,2014-10-12 04:27:50.183676,1215IX35RH (FEBEST),,
3891,1011494,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:50.626092,2014-10-12 04:27:50.626092,1215TUC20MTT (FEBEST),,
3893,1011496,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:51.392867,2014-10-12 04:27:51.392867,1223IX35F (FEBEST),,
3895,1011498,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:51.53529,2014-10-12 04:27:51.53529,1223IX35R (FEBEST),,
3897,1011500,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:52.653191,2014-10-12 04:27:52.653191,2222SPOR (FEBEST),,
3898,1011501,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:52.667709,2014-10-12 04:27:52.667709,577242S000 (HYUNDAI),,
3899,1011502,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:53.042984,2014-10-12 04:27:53.042984,2282SPORR (FEBEST),,
3900,1011503,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:53.061342,2014-10-12 04:27:53.061342,527303S200 (HYUNDAI),,
3902,1011505,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:53.452696,2014-10-12 04:27:53.452696,552152S200 (HYUNDAI),,
3903,1011506,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:53.55246,2014-10-12 04:27:53.55246,HYABTUCRL (FEBEST),,
3905,1011508,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:53.979861,2014-10-12 04:27:53.979861,HYABTUCRR (FEBEST),,
3907,1011510,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:54.318417,2014-10-12 04:27:54.318417,HYSBIX35F (FEBEST),,
3908,1011511,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:54.33676,2014-10-12 04:27:54.33676,548132S000 (HYUNDAI),,
3909,1011512,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:54.48523,2014-10-12 04:27:54.48523,KABSL10R (FEBEST),,
3911,1011514,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:54.828763,2014-10-12 04:27:54.828763,KABSL10RL (FEBEST),,
3913,1011516,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:55.187259,2014-10-12 04:27:55.187259,KABSL10RR (FEBEST),,
3918,1011521,50,9198,302,,HYUNDAI,ix35,IX35/TUCSON 10MY,,2014-10-12 04:27:55.895679,2014-10-12 04:27:55.895679,545512S000 (HYUNDAI),,
3919,1011522,50,9199,303,,HYUNDAI,ix55,IX55 (EN),,2014-10-12 04:27:56.988726,2014-10-12 04:27:56.988726,1222IX55 (FEBEST),,
3921,1011524,50,9199,303,,HYUNDAI,ix55,IX55 (EN),,2014-10-12 04:27:57.42732,2014-10-12 04:27:57.42732,1287IX55 (FEBEST),,
3923,1011526,50,9201,304,,HYUNDAI,Matrix,MATRIX/LAVITA (BE),,2014-10-12 04:27:57.612422,2014-10-12 04:27:57.612422,1210002A44 (FEBEST),,
3925,1011528,50,9201,304,,HYUNDAI,Matrix,MATRIX/LAVITA (BE),,2014-10-12 04:27:57.921182,2014-10-12 04:27:57.921182,1210014A44 (FEBEST),,
3927,1011530,50,9201,304,,HYUNDAI,Matrix,MATRIX/LAVITA (BE),,2014-10-12 04:27:58.094311,2014-10-12 04:27:58.094311,1211LAN (FEBEST),,
3929,1011532,50,9201,304,,HYUNDAI,Matrix,MATRIX/LAVITA (BE),,2014-10-12 04:27:58.227056,2014-10-12 04:27:58.227056,1222MAT (FEBEST),,
3931,1011534,50,9201,304,,HYUNDAI,Matrix,MATRIX/LAVITA (BE),,2014-10-12 04:27:58.587638,2014-10-12 04:27:58.587638,HYSBLAVR (FEBEST),,
3933,1011536,50,9203,305,,HYUNDAI,Porter,PORTER H-100,,2014-10-12 04:27:58.924072,2014-10-12 04:27:58.924072,1278PORL (FEBEST),,
3935,1011538,50,9203,305,,HYUNDAI,Porter,PORTER H-100,,2014-10-12 04:27:59.286828,2014-10-12 04:27:59.286828,1278PORR (FEBEST),,
3937,1011540,50,9203,305,,HYUNDAI,Porter,PORTER H-100,,2014-10-12 04:27:59.631404,2014-10-12 04:27:59.631404,HYSBPORS (FEBEST),,
3939,1011542,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:00.106566,2014-10-12 04:28:00.106566,1210CMATA52 (FEBEST),,
3943,1011546,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:00.695376,2014-10-12 04:28:00.695376,1210SFCLA52 (FEBEST),,
3945,1011548,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:00.873145,2014-10-12 04:28:00.873145,1210SFCLRRA52 (FEBEST),,
3949,1011552,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:02.590693,2014-10-12 04:28:02.590693,1211SANFE24 (FEBEST),,
3951,1011554,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:03.035595,2014-10-12 04:28:03.035595,1211SANFELH (FEBEST),,
3953,1011556,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:03.182529,2014-10-12 04:28:03.182529,1211SANFER (FEBEST),,
3957,1011560,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:03.640648,2014-10-12 04:28:03.640648,1211SFMTRH (FEBEST),,
3959,1011562,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:04.00469,2014-10-12 04:28:04.00469,1212SFBM (FEBEST),,
3961,1011564,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:04.325267,2014-10-12 04:28:04.325267,1212SFCL (FEBEST),,
3963,1011566,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:04.466388,2014-10-12 04:28:04.466388,1215CM10R (FEBEST),,
3965,1011568,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:04.925337,2014-10-12 04:28:04.925337,1215CMATLH (FEBEST),,
3967,1011570,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:05.072354,2014-10-12 04:28:05.072354,1215SANFELH (FEBEST),,
3969,1011572,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:05.415404,2014-10-12 04:28:05.415404,1215SANFER (FEBEST),,
3971,1011574,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:05.559696,2014-10-12 04:28:05.559696,1215SANFERHT (FEBEST),,
3973,1011576,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:06.655465,2014-10-12 04:28:06.655465,1217CM (FEBEST),,
3979,1011582,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:07.734225,2014-10-12 04:28:07.734225,1223CMR (FEBEST),,
3981,1011584,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:07.913964,2014-10-12 04:28:07.913964,1223SANCFL (FEBEST),,
3983,1011586,50,91,306,,HYUNDAI,SANTA,SANTA FE (CM),,2014-10-12 04:28:08.284874,2014-10-12 04:28:08.284874,1223SANCFR (FEBEST),,
3985,1011588,50,91,307,,HYUNDAI,SANTA,SANTA FE (BB),,2014-10-12 04:28:08.434955,2014-10-12 04:28:08.434955,1223SANFL (FEBEST),,
